road_id,plate,pass_time,speed_kmh,vehicle_type,lane_no
RD-88767,皖Z72316,2025-06-04 03:59:31,56,truck,2
RD-15488,青U82636,2025-06-06 00:55:59,49,truck,3
RD-70214,贵E06641,2025-06-05 18:19:54,21,bus,2
RD-65194,皖A42632,2025-06-01 01:42:08,108,car,1
RD-50204,桂H97026,2025-06-05 06:53:43,90,truck,2
RD-47857,辽K28099,2025-06-06 07:53:16,54,car,3
RD-94800,渝Y32710,2025-06-04 08:03:20,25,bus,3
RD-10255,川Z24633,2025-06-04 18:17:13,16,car,3
RD-63576,新A02228,2025-06-02 07:54:44,30,truck,3
RD-73274,贵N22327,2025-06-02 08:06:11,51,motorcycle,4
RD-88767,宁F27145,2025-06-07 16:21:26,120,car,3
RD-94800,桂H97026,2025-06-07 10:03:39,89,bus,4
RD-94800,新C11264,2025-06-02 21:53:37,63,bus,2
RD-81084,赣M09878,2025-06-04 05:14:19,120,truck,1
RD-15488,皖Z72316,2025-06-03 20:49:44,85,motorcycle,4
RD-94800,津A48430,2025-06-05 08:25:18,54,bus,4
RD-42922,皖V00041,2025-06-05 16:53:03,52,motorcycle,2
RD-76046,京P84276,2025-06-07 17:19:54,43,motorcycle,1
RD-10255,沪C79852,2025-06-02 07:33:43,36,car,1
RD-63576,湘E32317,2025-06-04 06:41:16,119,bus,2
RD-68049,新U62318,2025-06-04 17:15:05,45,truck,3
RD-15488,陕E43483,2025-06-06 18:12:13,55,truck,1
RD-68269,云W23200,2025-06-01 10:09:24,80,motorcycle,4
RD-74461,豫A28796,2025-06-02 06:45:31,73,truck,2
RD-13357,陕U43302,2025-06-01 08:13:10,42,car,1
RD-68049,豫F43722,2025-06-05 13:50:40,105,motorcycle,4
RD-75458,苏C93737,2025-06-05 19:32:11,83,motorcycle,3
RD-88054,沪S65106,2025-06-02 18:54:21,38,car,2
RD-65194,津A48430,2025-06-04 07:57:38,39,bus,3
RD-38518,贵N22327,2025-06-07 08:25:16,26,truck,1
RD-68269,陕U43302,2025-06-03 17:20:37,42,truck,1
RD-30428,湘X10175,2025-06-01 08:13:11,40,car,4
RD-92582,闽J80363,2025-06-07 09:05:03,89,truck,2
RD-51757,苏L67659,2025-06-01 19:33:10,105,car,3
RD-19332,湘X10175,2025-06-04 05:17:46,115,motorcycle,4
RD-41787,粤H06560,2025-06-04 17:55:18,49,car,3
RD-14705,新C11264,2025-06-01 08:10:31,17,bus,2
RD-92582,皖V00041,2025-06-05 12:40:12,52,motorcycle,3
RD-59752,京P84276,2025-06-05 17:05:03,31,motorcycle,2
RD-81084,豫C23651,2025-06-06 18:23:26,49,motorcycle,4
RD-77987,辽W95663,2025-06-02 18:31:23,17,car,4
RD-11106,辽P66600,2025-06-03 07:49:30,23,truck,4
RD-59752,苏R45376,2025-06-07 17:05:05,48,motorcycle,1
RD-59752,鲁H84942,2025-06-03 09:25:17,64,bus,1
RD-40951,沪P70263,2025-06-04 17:53:02,21,car,2
RD-38518,陕E43483,2025-06-07 11:16:27,62,car,2
RD-11106,渝R27701,2025-06-02 00:32:18,56,truck,2
RD-10255,辽C29212,2025-06-01 18:15:04,30,truck,1
RD-77987,辽Z45626,2025-06-05 06:36:18,51,bus,1
RD-19332,沪M06244,2025-06-02 10:19:09,57,truck,2
RD-68049,鄂P08242,2025-06-02 19:00:45,63,truck,1
RD-17303,鲁Z15634,2025-06-03 15:48:14,49,motorcycle,4
RD-14705,琼S74190,2025-06-05 16:40:10,90,car,3
RD-14705,沪M06244,2025-06-03 22:09:51,108,motorcycle,2
RD-38518,晋L72697,2025-06-04 18:54:20,16,bus,2
RD-32096,蒙L32540,2025-06-03 14:53:31,66,bus,4
RD-41787,吉W86981,2025-06-03 16:03:24,44,motorcycle,3
RD-81084,湘E32317,2025-06-01 20:32:47,96,car,4
RD-92582,豫F11936,2025-06-06 10:25:05,60,car,3
RD-32096,苏J52383,2025-06-02 08:19:51,35,car,1
RD-15488,鄂W76132,2025-06-04 17:25:41,37,truck,4
RD-12077,苏C77089,2025-06-01 06:03:39,100,motorcycle,1
RD-89119,闽K16540,2025-06-07 15:47:07,68,bus,4
RD-37171,粤W61274,2025-06-02 17:24:11,24,bus,4
RD-37171,琼S50287,2025-06-02 19:46:39,108,bus,3
RD-92582,云Q91859,2025-06-02 19:16:04,92,bus,2
RD-68049,鄂R40421,2025-06-01 18:48:57,15,truck,1
RD-50204,川E47801,2025-06-04 18:35:53,15,car,3
RD-50199,闽Y48211,2025-06-07 19:32:27,99,motorcycle,2
RD-88767,云W23200,2025-06-07 19:03:23,76,motorcycle,1
RD-40951,桂C66213,2025-06-07 17:28:43,43,bus,1
RD-37171,渝Q32693,2025-06-05 23:36:01,60,car,3
RD-94800,渝P07696,2025-06-07 07:31:39,42,motorcycle,3
RD-42510,藏V27821,2025-06-01 12:35:15,60,bus,4
RD-42922,蒙B81349,2025-06-07 07:59:43,38,truck,3
RD-75458,辽W95663,2025-06-07 20:01:16,65,truck,2
RD-59045,津A47291,2025-06-03 16:52:30,72,car,3
RD-88767,辽Y41675,2025-06-07 07:07:59,17,bus,4
RD-30428,藏L38643,2025-06-06 18:00:08,42,car,1
RD-92869,黑S82949,2025-06-07 08:25:02,36,bus,2
RD-73274,辽T06233,2025-06-04 16:22:01,105,car,3
RD-11106,苏C77089,2025-06-06 06:43:07,108,truck,2
RD-92582,沪R85989,2025-06-06 08:20:58,34,motorcycle,1
RD-70214,湘E88250,2025-06-06 18:50:09,22,truck,4
RD-75458,豫W80806,2025-06-01 06:21:52,90,bus,3
RD-14705,津R98673,2025-06-01 18:48:22,50,bus,4
RD-68269,苏J52383,2025-06-06 18:59:58,44,truck,1
RD-80345,赣X13293,2025-06-07 19:41:31,71,truck,1
RD-37171,湘G80174,2025-06-07 19:09:39,56,car,3
RD-89613,黑H28241,2025-06-06 11:39:01,106,bus,3
RD-77987,新V76570,2025-06-03 20:12:09,116,car,4
RD-12077,黑V11836,2025-06-01 04:47:00,111,bus,2
RD-89613,川Z24633,2025-06-02 18:12:12,43,truck,3
RD-80345,赣M09878,2025-06-07 15:55:13,100,motorcycle,2
RD-42922,沪V95916,2025-06-03 18:15:54,55,bus,1
RD-50199,青X53906,2025-06-04 06:45:14,82,motorcycle,2
RD-81084,新U62318,2025-06-05 20:54:59,72,motorcycle,1
RD-59852,津A47291,2025-06-07 06:02:09,76,truck,2
RD-38518,渝T29594,2025-06-04 10:52:34,101,motorcycle,1
RD-88767,京R72773,2025-06-03 17:35:13,54,motorcycle,3
RD-65194,云V25146,2025-06-01 17:52:04,27,truck,4
RD-41787,渝Q32693,2025-06-04 20:24:22,106,motorcycle,2
RD-14705,鄂P08242,2025-06-05 10:00:05,57,car,4
RD-70214,粤E06396,2025-06-05 06:25:19,69,car,2
RD-19332,陕U43302,2025-06-05 19:33:11,63,bus,1
RD-74461,京P84276,2025-06-02 06:23:53,50,bus,1
RD-89119,渝R75103,2025-06-02 20:22:34,47,truck,3
RD-80345,皖A42632,2025-06-01 18:55:49,54,bus,1
RD-13357,渝T29594,2025-06-02 07:03:34,37,car,2
RD-47857,豫V81429,2025-06-03 20:09:01,96,car,3
RD-29468,陕W08395,2025-06-04 06:24:20,85,truck,3
RD-14705,晋G72243,2025-06-06 21:05:08,74,car,2
RD-32096,湘E79189,2025-06-04 22:38:31,65,truck,1
RD-68269,辽T06233,2025-06-03 13:50:46,61,car,3
RD-92582,闽J80363,2025-06-03 08:52:25,55,bus,3
RD-70214,苏G99914,2025-06-06 16:29:47,102,motorcycle,2
RD-59045,鄂W76132,2025-06-01 18:10:58,33,motorcycle,2
RD-28356,云V25146,2025-06-04 09:30:27,47,bus,4
RD-50199,新V76570,2025-06-07 07:46:38,44,bus,2
RD-89613,鲁Z76351,2025-06-06 06:56:30,105,motorcycle,1
RD-50199,藏L38643,2025-06-01 13:17:50,87,car,1
RD-18149,鄂P08242,2025-06-06 17:23:12,39,car,2
RD-59752,湘E88250,2025-06-03 03:10:45,78,car,3
RD-88054,吉D44076,2025-06-04 18:08:44,24,motorcycle,3
RD-60026,宁X06671,2025-06-03 17:38:45,35,motorcycle,2
RD-94800,沪L00929,2025-06-04 08:04:52,41,truck,1
RD-13357,蒙B81349,2025-06-03 21:17:01,103,bus,4
RD-30428,湘G80174,2025-06-03 08:56:33,20,truck,4
RD-59852,津A47291,2025-06-07 08:35:50,48,motorcycle,2
RD-75458,皖Q65698,2025-06-03 16:59:14,90,car,2
RD-28356,苏C77089,2025-06-07 18:36:30,49,bus,2
RD-12077,京U34783,2025-06-04 22:32:51,60,motorcycle,3
RD-76046,皖G90703,2025-06-03 08:11:25,42,truck,2
RD-10255,冀L70802,2025-06-07 08:02:40,27,bus,3
RD-37171,桂U75373,2025-06-05 01:03:29,107,bus,3
RD-41787,陕G56290,2025-06-01 16:33:26,104,truck,1
RD-94800,藏L38643,2025-06-07 20:41:29,55,motorcycle,3
RD-12077,冀L70802,2025-06-07 12:26:26,64,motorcycle,4
RD-11106,赣P46947,2025-06-07 09:19:59,108,car,3
RD-47857,皖Q65698,2025-06-04 11:57:25,93,car,1
RD-63576,沪P70263,2025-06-07 11:14:40,54,bus,4
RD-12077,沪M06244,2025-06-04 23:43:59,57,truck,4
RD-59752,藏R29091,2025-06-01 16:26:08,98,truck,3
RD-28356,黑J68298,2025-06-01 11:03:33,109,motorcycle,2
RD-88767,鲁S07760,2025-06-06 06:21:51,92,motorcycle,4
RD-81084,粤M14690,2025-06-05 12:15:30,84,bus,4
RD-59752,青Z14074,2025-06-04 17:16:39,37,car,4
RD-41787,津N08122,2025-06-02 16:27:49,119,truck,4
RD-70214,渝P07696,2025-06-07 07:54:47,38,motorcycle,4
RD-51757,湘X10175,2025-06-07 17:54:40,48,truck,1
RD-59852,沪R85989,2025-06-05 08:41:54,23,bus,1
RD-47857,黑J54290,2025-06-05 15:19:06,87,motorcycle,2
RD-18149,新A02228,2025-06-02 08:34:45,35,bus,4
RD-60026,沪S65106,2025-06-03 11:32:44,48,car,3
RD-50204,赣T40834,2025-06-01 08:27:28,26,bus,2
RD-47857,藏V27821,2025-06-01 17:14:05,39,car,1
RD-19332,粤T34101,2025-06-05 07:54:36,34,car,4
RD-18149,鄂C15661,2025-06-01 17:52:28,49,truck,3
RD-92869,豫R23105,2025-06-05 06:38:11,107,car,2
RD-30428,浙C10083,2025-06-05 22:38:59,83,motorcycle,3
RD-15488,川E47801,2025-06-03 12:25:16,64,truck,1
RD-11106,新F67512,2025-06-01 12:27:40,99,bus,2
RD-50199,豫C23651,2025-06-04 07:54:29,31,motorcycle,3
RD-65814,津D03375,2025-06-07 01:36:01,93,motorcycle,3
RD-68269,赣T40834,2025-06-03 08:59:22,18,motorcycle,2
RD-17303,苏R45376,2025-06-01 15:15:07,72,motorcycle,4
RD-89613,宁X06671,2025-06-03 16:11:10,64,car,2
RD-41787,津D03375,2025-06-06 14:46:00,73,car,1
RD-68049,藏W75644,2025-06-04 17:30:34,24,motorcycle,1
RD-88054,粤H06560,2025-06-04 16:33:19,78,bus,1
RD-65194,豫F43722,2025-06-04 12:59:08,47,car,2
RD-40951,粤B17788,2025-06-03 07:24:08,21,car,2
RD-30428,黑T50083,2025-06-07 09:55:19,113,bus,2
RD-65194,苏R45376,2025-06-01 14:47:03,46,truck,4
RD-65194,豫F43722,2025-06-02 18:29:45,47,motorcycle,4
RD-63576,津N08122,2025-06-02 09:24:33,40,motorcycle,1
RD-63576,辽C29212,2025-06-05 07:35:48,29,car,2
RD-89613,浙C10083,2025-06-04 18:25:50,25,truck,4
RD-28356,陕U43302,2025-06-02 18:17:25,17,bus,3
RD-89119,晋Y81799,2025-06-04 17:27:54,24,bus,1
RD-37171,粤Q51733,2025-06-01 07:34:55,36,car,1
RD-50204,沪R85989,2025-06-05 11:15:45,49,bus,4
RD-75458,渝T29594,2025-06-07 00:46:07,85,truck,1
RD-75458,贵N22327,2025-06-04 18:32:44,44,truck,4
RD-89119,赣P46947,2025-06-05 06:27:19,48,car,1
RD-30428,皖Z72316,2025-06-06 14:40:06,46,motorcycle,1
RD-38518,新U31433,2025-06-04 18:35:52,54,bus,1
RD-89119,渝R27701,2025-06-05 08:08:25,28,motorcycle,2
RD-41787,川Z24633,2025-06-04 19:21:07,97,truck,1
RD-80345,渝T72068,2025-06-02 18:30:54,44,car,1
RD-19332,新V76570,2025-06-04 23:49:15,62,car,1
RD-19332,津A48430,2025-06-06 11:37:11,49,motorcycle,4
RD-60026,辽W95663,2025-06-05 10:09:07,73,bus,3
RD-59045,渝T72068,2025-06-01 15:23:27,52,truck,3
RD-75458,陕G56290,2025-06-01 18:59:54,49,motorcycle,2
RD-65194,藏W75644,2025-06-07 09:29:19,118,car,1
RD-17303,闽Y48211,2025-06-07 07:19:23,29,bus,3
RD-94800,豫F43722,2025-06-04 20:57:52,69,bus,4
RD-29468,鄂P08242,2025-06-06 06:49:13,68,bus,4
RD-40951,渝R27701,2025-06-05 21:30:41,96,truck,2
RD-68049,黑J54290,2025-06-02 08:03:34,48,truck,3
RD-30428,赣X13293,2025-06-07 06:05:38,67,bus,3
RD-32096,赣B94002,2025-06-01 05:42:08,59,bus,4
RD-51757,豫F43722,2025-06-02 18:16:07,18,bus,1
RD-19332,京R72773,2025-06-03 07:40:42,24,car,1
RD-28356,辽H98234,2025-06-06 09:53:21,41,bus,3
RD-17303,青U72317,2025-06-02 09:22:27,111,truck,3
RD-80345,新C11264,2025-06-03 10:59:44,40,truck,1
RD-17303,湘X10175,2025-06-01 23:39:06,51,bus,2
RD-89613,豫F43722,2025-06-04 22:18:44,50,motorcycle,2
RD-32096,苏R45376,2025-06-05 18:41:25,21,motorcycle,1
RD-42922,辽C29212,2025-06-05 07:54:27,15,car,4
RD-77987,赣M09878,2025-06-02 07:08:30,16,motorcycle,2
RD-17303,粤E06396,2025-06-07 14:06:22,65,motorcycle,1
RD-59012,鄂Q42996,2025-06-07 16:38:48,40,truck,2
RD-59045,辽T06233,2025-06-07 06:17:09,82,bus,3
RD-30428,鲁S07760,2025-06-02 12:13:29,78,motorcycle,3
RD-47857,蒙L32540,2025-06-04 06:10:50,52,car,1
RD-19332,云W23200,2025-06-06 09:33:42,68,car,4
RD-92582,浙X86258,2025-06-01 07:02:29,42,truck,3
RD-77987,津R98673,2025-06-06 04:33:23,116,bus,3
RD-28356,豫T72905,2025-06-05 00:19:55,82,bus,4
RD-10255,陕E43483,2025-06-05 07:47:49,31,bus,4
RD-73274,京U34783,2025-06-07 08:44:09,48,motorcycle,4
RD-42922,粤M14690,2025-06-07 07:27:46,37,car,1
RD-50199,黑J54290,2025-06-03 08:51:27,15,bus,3
RD-75458,皖Z72316,2025-06-01 09:25:20,66,truck,2
RD-65194,渝T29594,2025-06-04 10:12:46,57,car,2
RD-10255,沪C79852,2025-06-03 10:01:21,57,car,4
RD-47857,沪P70263,2025-06-03 19:37:04,47,motorcycle,1
RD-88054,辽Z45626,2025-06-05 05:40:17,94,motorcycle,3
RD-18149,川E47801,2025-06-05 07:12:26,55,car,2
RD-92582,辽C29212,2025-06-06 08:03:28,45,bus,3
RD-59852,闽Y48211,2025-06-01 19:34:41,42,car,3
RD-60026,赣B44819,2025-06-01 23:57:15,74,motorcycle,3
RD-40951,藏W75644,2025-06-01 07:04:41,37,motorcycle,1
RD-73274,京R72773,2025-06-03 07:50:12,54,bus,1
RD-73274,黑V11836,2025-06-02 18:42:37,45,truck,2
RD-80345,蒙B81349,2025-06-05 07:49:10,34,bus,1
RD-92869,粤C76637,2025-06-03 07:32:52,40,car,2
RD-42510,蒙B81349,2025-06-02 21:40:52,57,truck,3
RD-32096,皖Q65698,2025-06-06 22:19:32,92,motorcycle,3
RD-77987,粤M14690,2025-06-05 17:19:51,36,truck,4
RD-74461,贵D89799,2025-06-01 08:33:04,29,bus,4
RD-32096,贵N22327,2025-06-01 04:22:11,103,motorcycle,1
RD-88054,浙V28890,2025-06-04 07:56:15,25,bus,4
RD-42510,蒙S93370,2025-06-01 00:48:30,47,car,3
RD-32096,粤M14690,2025-06-03 19:02:22,60,car,4
RD-59012,湘E88250,2025-06-02 05:09:41,53,truck,4
RD-13357,粤F52737,2025-06-02 08:18:32,39,car,4
RD-59852,津W80368,2025-06-01 18:25:39,31,motorcycle,2
RD-32096,贵N22327,2025-06-02 17:37:29,32,motorcycle,4
RD-38518,沪R85989,2025-06-02 00:23:26,107,bus,4
RD-19332,湘X10175,2025-06-07 08:07:43,30,truck,1
RD-19332,新V80898,2025-06-01 07:06:01,20,bus,1
RD-10255,鄂L78447,2025-06-01 07:43:36,36,car,2
RD-50199,湘G80174,2025-06-05 10:25:43,65,motorcycle,4
RD-80345,鲁P57236,2025-06-05 06:27:38,40,car,3
RD-30428,京P84276,2025-06-05 08:45:23,34,motorcycle,2
RD-13357,陕W08395,2025-06-05 19:14:16,96,motorcycle,4
RD-94800,浙U20213,2025-06-03 10:59:38,92,bus,3
RD-41787,豫V81429,2025-06-07 06:22:08,115,truck,3
RD-80345,沪L00929,2025-06-02 06:04:38,40,car,4
RD-80345,湘K44826,2025-06-04 10:46:13,104,motorcycle,4
RD-92582,蒙G57849,2025-06-05 18:46:51,54,motorcycle,2
RD-30428,渝R75103,2025-06-05 17:10:57,49,truck,4
RD-40171,鲁Y40405,2025-06-01 07:19:14,44,truck,1
RD-68269,粤T34101,2025-06-02 08:17:13,25,truck,1
RD-12077,黑T50083,2025-06-05 06:55:37,47,motorcycle,4
RD-81084,蒙T28800,2025-06-07 07:06:36,54,bus,1
RD-74461,粤E45931,2025-06-07 17:34:20,24,car,2
RD-92869,皖D18985,2025-06-05 20:55:58,103,car,4
RD-77987,豫Q81113,2025-06-02 06:57:10,40,motorcycle,2
RD-19332,新V76570,2025-06-07 18:51:53,21,truck,3
RD-28356,吉F83362,2025-06-06 08:53:18,27,bus,3
RD-81084,豫V81429,2025-06-05 07:21:36,17,car,3
RD-38518,沪M06244,2025-06-02 18:52:22,22,motorcycle,1
RD-37171,浙E09063,2025-06-02 09:09:18,89,bus,3
RD-74461,皖V00041,2025-06-02 14:47:17,108,car,1
RD-19332,赣B94002,2025-06-07 06:11:38,109,bus,4
RD-38518,沪S65106,2025-06-03 18:27:42,33,car,2
RD-88767,沪C79852,2025-06-06 06:22:40,65,motorcycle,1
RD-12077,云V25146,2025-06-01 19:24:45,44,truck,3
RD-65814,黑Q95251,2025-06-05 04:20:09,102,bus,2
RD-29468,粤P06456,2025-06-04 12:57:47,116,truck,1
RD-29468,桂H97026,2025-06-03 08:49:29,45,motorcycle,1
RD-37171,川E47801,2025-06-02 06:46:16,75,motorcycle,4
RD-81084,新V80898,2025-06-02 06:27:21,102,truck,1
RD-76046,藏V27821,2025-06-03 00:11:21,56,motorcycle,4
RD-59045,皖M80974,2025-06-04 05:16:33,115,car,1
RD-13357,沪V95916,2025-06-04 05:27:20,87,bus,3
RD-92582,蒙G57849,2025-06-07 00:30:11,94,truck,4
RD-68049,沪V95916,2025-06-02 08:15:59,46,bus,2
RD-70214,鄂P08242,2025-06-05 05:33:00,115,motorcycle,3
RD-80345,陕W13339,2025-06-02 12:19:46,82,bus,1
RD-89613,鄂U07329,2025-06-06 06:29:41,115,motorcycle,1
RD-70214,贵N22327,2025-06-05 07:35:18,47,car,4
RD-28356,赣B44819,2025-06-06 19:32:03,41,truck,3
RD-77987,闽M09800,2025-06-07 09:31:16,72,motorcycle,3
RD-75458,鄂C15661,2025-06-03 06:06:03,52,motorcycle,4
RD-75458,沪V95916,2025-06-03 11:22:56,94,bus,1
RD-59852,桂Z80717,2025-06-05 15:23:23,91,truck,1
RD-89119,黑J68298,2025-06-03 08:30:02,28,motorcycle,3
RD-59852,苏P06588,2025-06-01 22:02:57,78,bus,4
RD-37171,浙C10083,2025-06-03 06:11:26,110,motorcycle,2
RD-47857,琼S48954,2025-06-02 07:57:45,22,truck,4
RD-94800,贵E06641,2025-06-02 10:23:23,66,motorcycle,1
RD-76046,宁Y55968,2025-06-05 08:06:49,31,motorcycle,1
RD-37171,鲁S07760,2025-06-03 07:21:19,27,car,3
RD-88767,苏G99914,2025-06-04 03:46:31,90,bus,4
RD-37171,皖Z72316,2025-06-07 13:52:48,45,car,1
RD-65814,藏J05256,2025-06-02 11:52:38,62,truck,3
RD-41935,辽Z45626,2025-06-05 18:37:12,41,car,3
RD-28356,新C11264,2025-06-02 07:13:22,44,bus,2
RD-10255,豫V81429,2025-06-01 08:39:59,28,bus,3
RD-51757,鲁K76927,2025-06-05 15:47:17,84,car,1
RD-68049,黑H28241,2025-06-04 14:55:53,54,car,4
RD-59012,津C26412,2025-06-01 07:34:50,47,car,2
RD-80345,粤W61274,2025-06-05 20:25:59,58,motorcycle,2
RD-18149,辽R89069,2025-06-07 02:04:46,101,motorcycle,1
RD-94800,黑S82949,2025-06-05 20:34:03,100,bus,2
RD-12077,新N95079,2025-06-03 08:02:20,28,car,2
RD-59012,鄂S79160,2025-06-03 18:26:37,46,bus,3
RD-51757,鄂S79160,2025-06-04 18:06:58,36,car,4
RD-92582,吉D44076,2025-06-04 23:08:23,115,bus,4
RD-29468,桂H97026,2025-06-05 04:13:20,107,motorcycle,4
RD-75458,蒙L32540,2025-06-03 07:52:23,43,motorcycle,3
RD-42510,甘A25897,2025-06-02 07:23:37,19,motorcycle,2
RD-59012,贵N22327,2025-06-06 14:00:33,84,motorcycle,2
RD-88054,粤W61274,2025-06-02 07:46:53,50,truck,1
RD-42922,陕U43302,2025-06-03 05:57:07,72,motorcycle,2
RD-60026,津W80368,2025-06-04 10:46:05,49,car,2
RD-41787,鄂L78447,2025-06-03 20:40:57,84,bus,2
RD-42510,辽C29212,2025-06-04 18:23:17,28,bus,3
RD-42922,粤B17788,2025-06-03 08:28:12,50,car,4
RD-75458,粤E45931,2025-06-03 21:40:54,50,bus,4
RD-47857,粤W61274,2025-06-07 20:57:12,54,truck,1
RD-28356,津N08122,2025-06-06 07:37:04,29,car,1
RD-77987,皖J96851,2025-06-01 08:38:42,19,car,1
RD-68049,湘G80174,2025-06-06 09:11:53,52,truck,2
RD-92582,湘E32317,2025-06-05 21:09:15,109,bus,2
RD-88767,鲁P57236,2025-06-02 06:13:47,107,bus,3
RD-81084,苏P06588,2025-06-03 08:52:08,31,bus,1
RD-77987,浙C10083,2025-06-06 13:46:09,91,car,3
RD-30428,甘A25897,2025-06-07 20:55:25,95,truck,1
RD-14705,津R98673,2025-06-02 07:09:44,30,car,1
RD-42922,蒙L32540,2025-06-01 22:17:46,86,car,1
RD-42922,辽Z45626,2025-06-01 05:30:00,57,bus,4
RD-15488,湘E32317,2025-06-07 17:31:31,18,truck,3
RD-81084,陕G56290,2025-06-04 19:33:05,83,bus,4
RD-30428,苏G99914,2025-06-06 07:25:18,49,bus,1
RD-40951,粤B17788,2025-06-05 21:44:45,64,car,2
RD-37171,琼S50287,2025-06-05 07:24:13,50,bus,3
RD-13357,粤T34101,2025-06-06 08:11:25,43,truck,2
RD-75458,藏J05256,2025-06-07 08:21:24,38,bus,3
RD-51757,豫W80806,2025-06-04 18:15:17,26,bus,3
RD-88054,鄂R40421,2025-06-03 18:09:10,36,bus,2
RD-60026,青V56332,2025-06-05 01:43:30,90,car,1
RD-68049,闽M09800,2025-06-01 20:35:48,111,truck,4
RD-10255,京R72773,2025-06-07 15:47:05,52,truck,4
RD-59752,苏U04401,2025-06-07 17:38:58,47,motorcycle,4
RD-42922,湘K44826,2025-06-04 08:12:18,27,truck,4
RD-40951,陕B97365,2025-06-03 07:39:25,43,motorcycle,4
RD-92869,湘G80174,2025-06-06 08:13:30,47,truck,2
RD-50199,鄂W76132,2025-06-04 19:29:02,103,motorcycle,4
RD-80345,黑S82949,2025-06-01 15:54:42,60,truck,2
RD-32096,粤F52737,2025-06-06 18:43:54,41,truck,4
RD-29468,皖V00041,2025-06-06 18:00:19,19,bus,1
RD-15488,甘A25897,2025-06-05 11:19:24,109,bus,4
RD-68049,云W23200,2025-06-04 22:09:12,52,car,1
RD-42510,闽W83036,2025-06-01 09:21:33,91,motorcycle,2
RD-51757,鄂W76132,2025-06-03 04:57:00,83,truck,1
RD-38518,津A47291,2025-06-04 07:33:39,32,motorcycle,4
RD-38518,豫A28796,2025-06-06 09:11:38,101,truck,2
RD-50199,粤B17788,2025-06-06 10:14:46,80,motorcycle,2
RD-73274,皖A42632,2025-06-03 23:31:12,47,car,2
RD-59012,豫V81429,2025-06-06 18:00:56,45,car,4
RD-59752,陕W13339,2025-06-06 16:20:23,75,motorcycle,2
RD-29468,湘K44826,2025-06-05 17:14:02,51,motorcycle,3
RD-15488,津R98673,2025-06-05 23:24:31,104,car,3
RD-59045,湘X10175,2025-06-02 08:35:40,51,motorcycle,4
RD-68049,辽H98234,2025-06-01 07:57:34,49,motorcycle,4
RD-75458,晋T23953,2025-06-05 16:06:45,89,car,2
RD-63576,渝T72068,2025-06-03 18:39:10,39,motorcycle,4
RD-65814,粤E06396,2025-06-04 15:08:51,82,car,4
RD-37171,鲁Z15634,2025-06-05 18:33:36,23,bus,2
RD-77987,鲁Z76351,2025-06-04 08:05:40,38,bus,3
RD-29468,豫F11936,2025-06-02 07:07:29,37,car,4
RD-10255,粤W61274,2025-06-06 17:33:15,35,car,2
RD-63576,鄂U07329,2025-06-02 18:21:06,50,car,4
RD-14705,津D03375,2025-06-02 16:48:23,118,motorcycle,3
RD-65814,闽N73620,2025-06-04 07:56:25,49,truck,3
RD-75458,京P84276,2025-06-04 11:43:07,64,car,1
RD-13357,青V56332,2025-06-05 18:45:17,33,car,3
RD-13357,鄂U07329,2025-06-06 18:49:11,42,bus,1
RD-29468,津W80368,2025-06-05 20:41:43,85,truck,2
RD-11106,晋T23953,2025-06-01 20:29:00,79,bus,2
RD-12077,粤M14690,2025-06-03 17:57:17,25,truck,1
RD-10255,皖J96851,2025-06-02 16:25:03,100,bus,2
RD-15488,藏R29091,2025-06-04 18:55:43,21,truck,3
RD-65194,闽K16540,2025-06-02 16:18:15,50,truck,1
RD-94800,青V56332,2025-06-02 17:18:42,16,motorcycle,3
RD-92582,闽J80363,2025-06-06 11:54:38,69,truck,4
RD-17303,甘A25897,2025-06-01 08:07:04,21,motorcycle,2
RD-65814,浙X86258,2025-06-04 18:06:54,55,bus,4
RD-81084,皖A42632,2025-06-01 08:13:50,30,bus,4
RD-92869,赣B94002,2025-06-02 06:16:45,115,bus,2
RD-88767,闽Y48211,2025-06-05 07:58:07,41,bus,2
RD-19332,皖H54415,2025-06-05 03:55:39,110,motorcycle,1
RD-74461,辽C66950,2025-06-03 18:44:13,35,truck,3
RD-40951,鄂R40421,2025-06-07 21:06:36,93,motorcycle,2
RD-28356,赣B44819,2025-06-02 19:52:32,45,truck,2
RD-76046,新F67512,2025-06-05 20:13:41,77,bus,3
RD-94800,鲁Z15634,2025-06-05 07:08:12,40,car,2
RD-65194,京P84276,2025-06-04 08:51:48,22,bus,2
RD-29468,闽N73620,2025-06-06 07:21:14,52,motorcycle,2
RD-60026,鲁Y40405,2025-06-04 01:13:14,106,motorcycle,1
RD-18149,豫Q81113,2025-06-03 12:55:42,112,bus,1
RD-40951,粤B17788,2025-06-05 17:34:46,34,motorcycle,2
RD-50204,渝R27701,2025-06-07 21:39:37,112,bus,3
RD-89119,辽M45508,2025-06-06 09:35:47,97,car,4
RD-41787,闽J80363,2025-06-02 18:36:50,51,truck,3
RD-50204,渝T29594,2025-06-07 15:24:48,77,truck,2
RD-94800,皖M80974,2025-06-01 12:27:33,109,motorcycle,4
RD-37171,津C26412,2025-06-01 12:59:33,90,truck,4
RD-29468,青X53906,2025-06-02 21:20:57,68,bus,4
RD-50199,粤F52737,2025-06-03 21:19:44,48,motorcycle,2
RD-30428,豫F37809,2025-06-03 09:15:18,63,motorcycle,3
