road_id,record_time,avg_speed,traffic_flow,jam_level,congestion_index
RD-40951,2025-06-02 18:24:55,21.2,1009,5,8.24
RD-42510,2025-06-07 14:23:19,40.7,79,1,0.25
RD-10255,2025-06-07 22:04:33,80.7,243,3,9.78
RD-81084,2025-06-01 18:25:09,15.9,714,3,5.97
RD-73274,2025-06-07 06:51:04,40.3,110,2,6.53
RD-40171,2025-06-04 08:58:38,36.9,685,5,9.6
RD-65814,2025-06-02 18:14:02,11.9,695,4,7.83
RD-13357,2025-06-03 06:31:41,62.6,201,3,6.8
RD-40171,2025-06-03 16:01:47,32.4,439,1,5.15
RD-10255,2025-06-02 18:41:51,35.9,1275,4,8.55
RD-41787,2025-06-01 08:05:20,39.1,572,4,9.38
RD-30428,2025-06-02 06:40:12,60.2,356,1,6.68
RD-51757,2025-06-02 05:33:37,85.2,363,3,3.08
RD-88054,2025-06-03 17:46:05,24.3,649,4,2.08
RD-60026,2025-06-04 15:34:23,55.5,289,3,9.91
RD-40951,2025-06-05 21:15:51,75.4,341,3,6.31
RD-59012,2025-06-03 02:27:03,56.7,142,2,1.55
RD-59852,2025-06-02 09:53:04,80.5,158,2,3.54
RD-81084,2025-06-04 07:53:57,19.8,753,3,4.12
RD-88054,2025-06-03 19:14:17,77.0,456,1,4.01
RD-89613,2025-06-06 17:07:27,34.5,594,4,9.99
RD-59012,2025-06-07 17:31:39,31.7,971,5,5.07
RD-76046,2025-06-03 06:58:19,79.3,414,3,0.39
RD-77987,2025-06-01 18:34:03,35.9,590,5,5.38
RD-32096,2025-06-02 09:00:14,56.4,385,2,8.59
RD-88767,2025-06-07 03:18:07,65.5,274,3,6.63
RD-74461,2025-06-07 07:49:14,37.0,1201,5,9.97
RD-50204,2025-06-05 16:35:51,93.2,320,3,6.57
RD-68049,2025-06-03 09:35:18,82.1,111,2,1.74
RD-14705,2025-06-06 04:44:50,37.5,333,3,3.0
RD-14705,2025-06-06 06:48:01,82.3,453,2,6.19
RD-19332,2025-06-05 10:16:04,86.3,421,2,6.33
RD-40171,2025-06-06 16:22:22,91.3,272,1,8.72
RD-59852,2025-06-03 18:03:33,16.6,1160,4,9.4
RD-92869,2025-06-04 20:54:28,56.6,410,3,2.91
RD-17303,2025-06-03 12:24:31,55.5,394,1,3.58
RD-50204,2025-06-07 21:46:06,29.3,451,2,9.76
RD-28356,2025-06-07 07:46:40,26.7,809,4,2.94
RD-42510,2025-06-01 17:18:17,13.0,872,4,0.36
RD-92869,2025-06-05 18:09:28,21.0,1113,5,8.93
RD-70214,2025-06-05 18:43:35,11.0,1164,3,9.67
RD-88054,2025-06-03 06:38:11,83.7,368,1,3.63
RD-15488,2025-06-02 08:55:29,15.4,885,3,7.97
RD-29468,2025-06-07 22:07:43,42.0,137,1,8.63
RD-76046,2025-06-04 08:34:04,36.0,1300,4,2.4
RD-51757,2025-06-03 17:25:17,18.6,459,5,9.28
RD-37171,2025-06-05 22:47:29,65.3,148,1,1.97
RD-59852,2025-06-04 06:13:45,47.6,175,3,4.53
RD-51757,2025-06-02 07:13:09,29.8,1312,4,8.83
RD-14705,2025-06-03 00:21:04,57.5,258,1,6.06
RD-59045,2025-06-05 06:01:57,43.2,112,3,1.54
RD-32096,2025-06-02 17:00:27,21.2,1288,5,6.92
RD-30428,2025-06-01 05:48:41,60.0,519,2,4.15
RD-92582,2025-06-03 17:39:01,9.0,1350,4,5.92
RD-42510,2025-06-04 07:30:07,11.8,419,3,0.46
RD-60026,2025-06-07 07:17:52,22.8,1323,5,5.98
RD-76046,2025-06-03 08:34:10,35.7,429,4,9.92
RD-80345,2025-06-04 19:13:59,40.8,135,3,1.01
RD-19332,2025-06-06 18:13:20,29.6,1234,5,8.98
RD-10255,2025-06-04 07:36:36,40.9,815,3,5.56
RD-76046,2025-06-01 18:07:49,13.0,867,3,9.71
RD-88767,2025-06-07 18:09:33,7.6,1249,4,0.22
RD-42922,2025-06-01 20:54:27,49.1,106,3,3.56
RD-42510,2025-06-04 06:25:23,70.2,93,1,6.26
RD-42922,2025-06-07 02:04:20,61.0,309,1,6.87
RD-65194,2025-06-05 07:24:53,14.5,879,3,7.78
RD-15488,2025-06-02 08:38:38,29.6,1192,3,8.83
RD-63576,2025-06-07 08:52:01,9.3,1233,5,7.43
RD-65194,2025-06-03 09:55:49,48.0,438,2,0.68
RD-40171,2025-06-05 18:50:15,33.7,610,5,4.74
RD-42510,2025-06-06 06:07:35,28.9,102,2,4.35
RD-38518,2025-06-05 09:59:51,90.6,120,2,9.23
RD-73274,2025-06-05 08:57:57,35.3,690,4,7.28
RD-59752,2025-06-06 08:36:23,23.2,670,3,3.48
RD-92869,2025-06-06 07:42:51,40.9,478,5,0.78
RD-92582,2025-06-04 19:19:59,58.2,176,3,1.1
RD-65194,2025-06-03 17:24:45,10.1,1096,3,8.2
RD-89119,2025-06-07 07:33:10,20.1,814,5,8.55
RD-51757,2025-06-03 14:26:40,88.5,531,1,8.03
RD-38518,2025-06-06 17:18:57,32.9,539,4,6.36
RD-11106,2025-06-07 00:26:39,36.3,341,3,0.94
RD-77987,2025-06-04 08:28:57,12.7,694,5,5.72
RD-92869,2025-06-01 18:32:29,29.9,996,5,8.8
RD-76046,2025-06-01 21:36:01,71.9,362,1,4.97
RD-38518,2025-06-02 18:44:16,29.9,1145,5,6.41
RD-40951,2025-06-01 09:27:31,88.5,443,1,7.08
RD-50204,2025-06-02 07:02:28,18.6,598,5,1.56
RD-77987,2025-06-05 07:41:51,43.4,737,5,4.88
RD-76046,2025-06-04 19:25:11,71.6,231,1,1.77
RD-63576,2025-06-06 12:36:39,65.6,394,2,2.93
RD-41787,2025-06-07 19:06:21,81.8,35,1,0.82
RD-65814,2025-06-02 07:07:02,13.0,1332,3,7.29
RD-51757,2025-06-04 17:29:40,18.5,440,4,7.44
RD-88054,2025-06-07 07:31:58,32.3,590,5,0.2
RD-77987,2025-06-07 08:32:23,26.3,313,4,9.1
RD-42510,2025-06-05 16:58:14,72.8,97,3,5.14
RD-88054,2025-06-04 14:12:53,61.5,434,1,8.22
RD-29468,2025-06-02 06:24:38,81.6,228,3,4.48
RD-89613,2025-06-06 19:02:41,58.9,469,3,0.35
RD-13357,2025-06-06 17:00:12,32.4,302,4,8.6
RD-80345,2025-06-07 14:06:17,64.5,115,1,0.7
RD-60026,2025-06-01 08:49:07,15.9,686,5,5.47
RD-42510,2025-06-03 19:07:52,50.4,377,3,7.28
RD-18149,2025-06-05 06:19:25,49.2,363,1,7.99
RD-92869,2025-06-07 16:30:42,38.5,490,1,7.76
RD-81084,2025-06-04 12:24:42,44.3,138,1,8.67
RD-38518,2025-06-07 17:15:14,44.1,1436,3,9.13
RD-38518,2025-06-06 15:36:39,67.2,34,3,0.88
RD-89119,2025-06-06 07:16:51,25.1,1094,4,8.94
RD-11106,2025-06-01 11:16:22,79.9,180,1,5.57
RD-10255,2025-06-06 11:37:43,63.6,291,2,8.47
RD-47857,2025-06-07 17:04:35,34.2,273,5,9.62
RD-40951,2025-06-02 05:31:24,60.6,187,3,1.65
RD-17303,2025-06-03 06:32:42,87.7,258,2,8.24
RD-42510,2025-06-05 23:59:40,35.9,233,1,1.05
RD-80345,2025-06-05 11:27:06,56.7,316,1,8.08
RD-42922,2025-06-06 16:11:59,65.6,501,3,2.0
RD-17303,2025-06-02 06:49:51,31.2,452,1,2.25
RD-37171,2025-06-05 07:35:42,13.2,1143,4,8.3
RD-11106,2025-06-05 21:27:58,85.7,93,1,9.61
RD-89119,2025-06-01 20:56:42,77.4,42,1,8.05
RD-51757,2025-06-07 11:17:32,32.9,60,1,1.33
RD-19332,2025-06-01 08:25:17,15.8,853,5,1.98
RD-81084,2025-06-07 17:49:36,24.0,1057,5,6.19
RD-65194,2025-06-02 08:00:12,15.1,563,4,8.94
RD-60026,2025-06-02 17:17:17,37.0,1296,4,3.32
RD-59852,2025-06-05 06:11:04,52.7,247,3,2.58
RD-40171,2025-06-07 17:55:48,29.3,837,5,6.44
RD-59752,2025-06-06 08:21:19,17.6,377,3,5.2
RD-89119,2025-06-05 06:21:15,89.6,337,3,6.94
RD-37171,2025-06-01 21:01:31,84.5,182,1,8.56
RD-28356,2025-06-01 05:05:52,83.3,149,2,6.77
RD-59045,2025-06-05 18:33:07,8.1,511,4,7.96
RD-11106,2025-06-03 17:43:50,28.4,889,4,2.54
RD-75458,2025-06-02 23:41:59,73.1,471,1,2.6
RD-76046,2025-06-02 06:36:10,77.0,70,2,3.82
RD-68269,2025-06-07 10:58:06,39.7,227,3,7.05
RD-19332,2025-06-07 18:29:22,31.1,445,4,9.38
RD-60026,2025-06-06 06:34:10,69.2,135,1,1.84
RD-14705,2025-06-05 14:28:14,81.9,305,1,5.74
RD-63576,2025-06-07 18:50:51,11.1,627,4,8.29
RD-10255,2025-06-05 19:52:38,75.6,431,1,0.88
RD-11106,2025-06-01 19:57:53,78.5,390,1,7.8
RD-17303,2025-06-02 23:22:37,65.1,96,2,2.78
RD-30428,2025-06-05 08:42:48,13.7,906,5,8.46
RD-13357,2025-06-05 13:16:39,41.6,422,3,9.56
RD-68269,2025-06-05 09:26:14,56.3,173,2,2.64
RD-30428,2025-06-03 19:23:51,49.0,159,2,3.08
RD-94800,2025-06-05 19:31:43,61.2,279,2,6.67
RD-65194,2025-06-06 11:07:00,68.5,403,1,4.75
RD-17303,2025-06-02 18:16:02,29.3,485,3,9.66
RD-42510,2025-06-02 07:28:50,26.1,792,5,8.13
RD-80345,2025-06-07 12:11:32,75.4,477,1,0.49
RD-88054,2025-06-01 03:51:22,86.7,174,2,9.63
RD-59852,2025-06-02 08:37:25,18.6,858,3,0.06
RD-89613,2025-06-06 08:38:19,36.3,805,3,2.28
RD-70214,2025-06-02 07:22:52,24.3,1479,3,8.78
RD-38518,2025-06-01 21:56:57,77.9,428,1,5.04
RD-40171,2025-06-06 17:07:42,35.3,1161,4,8.54
RD-29468,2025-06-05 09:44:40,78.5,386,1,4.15
RD-42922,2025-06-06 07:55:28,11.6,684,5,9.01
RD-13357,2025-06-02 08:49:17,24.1,1152,3,0.16
RD-80345,2025-06-03 07:34:38,39.1,837,3,2.76
RD-92582,2025-06-07 11:59:36,69.7,500,3,7.57
RD-41935,2025-06-05 22:07:52,54.7,329,1,5.37
RD-18149,2025-06-02 07:48:00,12.8,743,4,7.72
RD-81084,2025-06-04 15:47:40,30.2,403,2,0.11
RD-89613,2025-06-07 20:45:11,62.2,417,1,1.16
RD-81084,2025-06-03 10:38:01,69.2,398,3,6.79
RD-40951,2025-06-01 18:04:09,24.9,1215,4,5.22
RD-76046,2025-06-06 20:45:51,28.6,144,3,2.32
RD-42922,2025-06-06 16:21:39,67.6,370,1,2.16
RD-28356,2025-06-06 13:04:06,73.6,397,1,6.51
RD-94800,2025-06-05 07:17:27,36.1,1516,5,9.16
RD-50204,2025-06-02 07:10:52,10.1,553,3,5.6
RD-89613,2025-06-06 17:04:51,26.7,1345,5,5.83
RD-28356,2025-06-01 06:42:59,31.4,280,2,6.96
RD-89613,2025-06-01 17:47:56,38.2,876,5,5.07
RD-28356,2025-06-01 07:01:45,33.5,1223,5,6.04
RD-42922,2025-06-07 08:47:29,43.3,702,3,7.18
RD-14705,2025-06-06 18:38:35,32.9,940,3,5.38
RD-92869,2025-06-01 20:42:37,57.8,119,2,8.0
RD-15488,2025-06-01 11:52:30,46.6,179,2,9.16
RD-59752,2025-06-03 18:01:52,16.4,1393,3,5.0
RD-59852,2025-06-03 14:02:09,54.6,195,3,2.26
RD-70214,2025-06-01 11:57:30,41.9,493,3,8.24
RD-19332,2025-06-03 00:36:19,48.6,142,3,1.91
RD-12077,2025-06-07 06:36:12,25.7,88,3,0.14
RD-40951,2025-06-04 17:39:44,40.8,1254,4,3.24
RD-18149,2025-06-06 11:52:55,71.5,451,1,6.74
RD-13357,2025-06-02 17:18:12,36.0,746,3,0.08
RD-50204,2025-06-02 00:00:00,83.7,300,2,0.34
RD-88767,2025-06-01 07:53:41,25.5,1248,5,6.72
RD-92582,2025-06-05 08:17:36,31.6,1299,5,9.0
RD-50199,2025-06-01 11:30:29,39.6,84,3,3.65
RD-75458,2025-06-02 11:16:38,58.8,343,3,4.47
RD-18149,2025-06-03 06:38:49,38.8,313,3,4.93
RD-65194,2025-06-02 09:40:21,55.9,287,3,0.78
RD-14705,2025-06-04 20:14:41,73.9,159,1,8.77
RD-37171,2025-06-07 08:25:16,32.9,570,4,6.42
RD-50199,2025-06-04 08:19:10,12.5,807,3,9.44
RD-30428,2025-06-02 08:04:14,36.2,314,4,5.56
RD-15488,2025-06-05 17:13:50,34.6,354,3,6.67
RD-28356,2025-06-01 17:10:23,15.0,537,5,9.15
RD-89119,2025-06-07 16:20:12,90.9,454,2,2.19
RD-73274,2025-06-05 06:03:19,52.9,338,3,6.13
RD-15488,2025-06-03 07:55:19,16.2,616,3,8.08
RD-60026,2025-06-04 08:25:56,26.0,363,4,9.92
RD-42510,2025-06-07 08:17:42,18.2,1116,5,9.88
RD-68049,2025-06-05 06:33:19,31.2,273,2,7.54
RD-80345,2025-06-04 06:20:27,50.7,147,3,0.87
RD-15488,2025-06-05 07:25:41,20.2,931,3,0.82
RD-92582,2025-06-02 19:51:44,43.7,214,3,5.41
RD-50199,2025-06-05 08:27:42,14.7,480,5,9.93
RD-70214,2025-06-07 09:55:24,36.3,237,3,4.04
RD-68049,2025-06-05 08:13:51,23.5,1058,5,9.47
RD-40951,2025-06-07 15:54:34,53.6,271,3,7.57
RD-89119,2025-06-03 13:00:33,64.1,106,2,4.18
RD-40951,2025-06-04 19:42:42,30.7,114,2,8.41
RD-59852,2025-06-06 01:16:36,54.1,183,2,7.13
RD-47857,2025-06-03 17:36:34,14.9,1421,4,1.44
RD-12077,2025-06-07 17:58:16,29.0,683,3,7.41
RD-47857,2025-06-04 17:55:02,12.3,1456,4,2.88
RD-76046,2025-06-06 21:56:39,62.3,184,1,8.4
RD-59012,2025-06-05 08:54:34,19.8,1280,4,9.88
RD-89119,2025-06-04 17:39:23,11.7,670,5,3.02
RD-77987,2025-06-06 08:51:55,5.2,1304,4,6.44
RD-42922,2025-06-02 21:18:29,53.3,62,1,1.67
RD-47857,2025-06-04 18:09:27,26.0,720,4,9.04
RD-89613,2025-06-02 07:50:46,13.7,891,3,6.73
RD-68269,2025-06-01 14:38:05,51.7,159,1,3.67
RD-14705,2025-06-05 07:12:18,8.5,1150,3,9.16
RD-81084,2025-06-06 00:13:45,68.0,479,2,8.84
RD-11106,2025-06-06 20:43:08,54.0,107,3,0.05
RD-59012,2025-06-03 18:16:49,24.6,533,3,2.96
RD-76046,2025-06-07 17:03:07,19.5,1034,4,6.0
RD-13357,2025-06-01 06:12:44,63.2,297,1,2.61
RD-68269,2025-06-03 03:15:55,57.6,373,2,1.9
RD-68269,2025-06-07 17:05:01,11.0,541,5,0.26
RD-81084,2025-06-07 09:32:55,85.1,101,1,0.16
RD-88767,2025-06-07 10:21:19,47.6,356,1,1.74
RD-80345,2025-06-03 18:54:12,24.5,810,3,8.28
RD-19332,2025-06-05 08:58:15,34.0,756,4,7.62
RD-65814,2025-06-06 11:56:29,80.9,311,2,5.57
RD-65814,2025-06-05 12:02:16,33.7,100,1,7.54
RD-42510,2025-06-03 17:17:48,35.5,763,5,6.15
RD-13357,2025-06-07 10:50:24,44.5,44,3,9.63
RD-41935,2025-06-04 18:37:22,12.7,591,3,8.88
RD-70214,2025-06-02 00:42:47,87.2,48,2,3.89
RD-65814,2025-06-04 22:49:14,30.7,214,1,8.07
RD-41787,2025-06-07 07:16:30,33.6,851,5,0.02
RD-32096,2025-06-02 07:33:57,10.8,460,5,8.92
RD-65814,2025-06-05 18:02:45,22.4,1175,4,8.06
RD-59852,2025-06-01 21:32:44,56.2,449,1,6.26
RD-77987,2025-06-06 22:01:20,34.2,33,2,6.13
RD-15488,2025-06-05 10:43:27,61.1,42,1,1.94
RD-74461,2025-06-03 05:45:48,78.8,377,2,1.07
RD-13357,2025-06-07 13:47:17,81.7,264,1,0.87
RD-92869,2025-06-06 07:51:11,31.5,293,5,7.47
RD-75458,2025-06-05 18:41:40,22.4,466,4,9.74
RD-10255,2025-06-07 06:03:42,46.4,92,2,6.44
RD-40171,2025-06-02 11:09:21,56.4,367,1,2.25
RD-94800,2025-06-03 06:25:08,73.7,299,1,1.95
RD-42510,2025-06-06 18:11:58,29.5,342,4,7.38
RD-12077,2025-06-01 18:08:02,32.7,1342,3,7.03
RD-92582,2025-06-03 18:58:02,40.3,986,4,5.88
RD-17303,2025-06-01 17:15:53,14.5,761,5,8.04
RD-59752,2025-06-07 07:13:58,38.5,335,5,6.01
RD-88767,2025-06-01 17:38:09,16.5,965,5,9.03
RD-30428,2025-06-03 18:12:01,26.0,916,4,2.76
RD-65194,2025-06-02 06:37:15,67.9,477,2,2.83
RD-74461,2025-06-02 06:33:33,48.1,193,1,1.11
RD-59012,2025-06-04 18:36:41,38.0,1054,4,2.38
RD-40171,2025-06-01 16:41:23,87.4,242,2,9.82
RD-12077,2025-06-01 06:06:51,53.8,418,1,6.86
RD-60026,2025-06-01 18:23:40,23.9,936,5,5.78
RD-50199,2025-06-07 18:14:32,12.8,1112,3,7.53
RD-42922,2025-06-05 18:50:48,38.7,742,4,3.54
RD-41935,2025-06-05 09:56:19,42.3,397,1,7.71
RD-12077,2025-06-05 19:55:45,60.8,410,1,8.17
RD-15488,2025-06-06 23:57:28,41.5,395,2,2.28
RD-75458,2025-06-04 22:41:10,70.5,384,3,2.23
RD-65194,2025-06-02 07:13:21,31.3,1025,5,9.86
RD-17303,2025-06-07 12:06:14,45.2,494,3,3.92
RD-94800,2025-06-03 19:05:20,59.6,175,2,2.59
RD-40171,2025-06-02 06:53:46,87.5,191,2,0.32
RD-65814,2025-06-04 22:38:07,32.8,185,1,1.9
RD-37171,2025-06-05 11:09:13,43.9,359,1,6.03
RD-50204,2025-06-03 06:45:03,58.7,349,1,8.35
RD-60026,2025-06-07 17:48:25,26.1,860,5,7.6
RD-74461,2025-06-07 16:07:39,87.5,215,2,9.12
RD-13357,2025-06-03 19:03:52,41.9,410,1,7.97
RD-89119,2025-06-06 18:50:33,13.7,1362,3,1.32
RD-88054,2025-06-04 03:12:22,83.6,340,1,2.5
RD-65814,2025-06-03 10:51:15,60.4,161,1,8.01
RD-92582,2025-06-01 21:25:39,56.6,191,3,5.97
RD-51757,2025-06-06 18:33:35,25.1,670,3,6.91
RD-88767,2025-06-02 13:31:02,78.4,314,1,3.61
RD-12077,2025-06-06 16:11:32,78.8,133,2,9.91
RD-65194,2025-06-05 13:53:22,59.0,189,3,4.58
RD-73274,2025-06-04 19:52:42,45.9,511,3,4.83
RD-65194,2025-06-07 18:19:11,15.4,541,5,7.3
RD-38518,2025-06-01 18:54:45,29.5,434,3,4.26
RD-17303,2025-06-01 19:23:56,60.7,28,3,1.4
RD-12077,2025-06-04 17:11:34,22.8,713,5,9.8
RD-76046,2025-06-06 00:10:04,85.8,277,3,8.6
RD-40171,2025-06-05 16:01:58,34.7,113,2,5.07
RD-12077,2025-06-03 06:26:06,75.1,395,1,7.67
RD-65814,2025-06-05 11:06:17,93.9,92,3,7.0
RD-41787,2025-06-06 09:30:01,87.7,88,2,2.23
RD-70214,2025-06-02 10:32:45,41.9,339,2,6.87
RD-75458,2025-06-05 00:08:41,52.2,282,3,8.55
RD-12077,2025-06-03 18:13:51,38.7,421,4,7.75
RD-42922,2025-06-03 06:13:16,59.1,450,1,2.93
RD-63576,2025-06-03 06:28:32,38.2,318,1,0.64
RD-28356,2025-06-04 19:02:02,63.9,100,2,3.69
RD-38518,2025-06-07 08:10:16,38.3,632,5,8.59
RD-63576,2025-06-01 17:53:44,33.6,1248,3,6.49
RD-73274,2025-06-05 10:23:53,82.6,269,3,8.79
RD-17303,2025-06-01 07:48:30,28.5,1264,4,6.08
RD-30428,2025-06-03 15:35:14,73.9,332,3,7.38
RD-80345,2025-06-02 18:56:26,23.3,1021,4,4.98
RD-88054,2025-06-06 19:34:39,28.5,337,2,0.6
RD-70214,2025-06-02 06:36:56,69.9,129,1,6.78
RD-37171,2025-06-01 07:14:19,39.4,1459,3,7.43
RD-40951,2025-06-06 08:03:08,41.2,471,3,6.04
RD-65194,2025-06-02 20:59:43,82.9,132,1,3.99
RD-51757,2025-06-05 19:31:01,44.4,445,3,6.09
RD-88054,2025-06-07 21:03:09,60.9,117,3,5.22
RD-89613,2025-06-03 17:57:17,34.7,1285,5,7.55
RD-76046,2025-06-05 12:11:54,81.9,310,1,2.11
RD-75458,2025-06-04 18:47:50,33.4,689,3,7.95
RD-68269,2025-06-04 15:07:25,69.6,139,1,7.03
RD-50199,2025-06-02 02:12:06,69.1,420,3,6.46
RD-68269,2025-06-06 22:41:01,84.5,311,3,0.6
RD-68049,2025-06-06 07:47:50,32.7,1149,5,3.8
RD-75458,2025-06-02 11:10:58,59.0,273,3,4.81
RD-51757,2025-06-01 17:18:54,33.0,1218,5,5.39
RD-42510,2025-06-07 17:43:12,25.1,1224,5,4.16
RD-40171,2025-06-02 17:17:42,31.2,1295,5,9.24
RD-12077,2025-06-02 17:16:27,25.4,1087,4,7.44
RD-59045,2025-06-06 08:26:10,21.7,679,5,5.83
RD-28356,2025-06-06 18:11:41,12.3,393,5,7.76
RD-89613,2025-06-02 18:03:43,21.3,1359,3,8.04
RD-29468,2025-06-01 06:10:28,42.8,28,1,3.21
RD-68049,2025-06-01 21:53:38,30.0,413,1,1.29
RD-28356,2025-06-06 23:53:43,71.6,327,3,8.75
RD-47857,2025-06-06 18:40:53,41.4,953,5,5.08
RD-60026,2025-06-07 07:34:50,41.9,1278,5,9.72
RD-92582,2025-06-01 18:59:19,26.5,956,5,8.2
RD-70214,2025-06-07 09:11:20,39.1,125,2,1.33
RD-77987,2025-06-05 17:53:46,13.0,708,3,3.48
RD-92582,2025-06-07 21:54:45,35.5,399,2,8.71
RD-73274,2025-06-05 06:50:57,92.4,413,2,7.73
RD-28356,2025-06-04 15:37:48,53.1,480,3,3.16
RD-88767,2025-06-05 06:16:57,41.4,91,1,5.74
RD-32096,2025-06-06 10:55:19,39.6,432,1,8.3
RD-10255,2025-06-07 17:13:58,32.6,453,3,5.96
RD-19332,2025-06-01 08:32:35,17.6,1157,5,6.64
RD-50199,2025-06-01 09:37:20,81.4,348,1,7.06
RD-75458,2025-06-01 21:55:08,79.9,192,2,9.39
RD-41935,2025-06-06 09:45:31,36.0,383,1,1.45
RD-40171,2025-06-07 07:26:39,23.4,1069,5,4.54
RD-89613,2025-06-02 17:50:56,23.6,1032,5,7.87
RD-40171,2025-06-07 09:20:10,81.8,116,3,5.51
RD-68049,2025-06-05 14:15:47,39.7,360,2,1.44
RD-65814,2025-06-03 15:33:23,62.6,145,2,6.99
RD-92869,2025-06-01 21:55:07,54.3,94,1,1.13
RD-88767,2025-06-02 16:51:32,33.2,412,3,4.91
RD-42922,2025-06-07 14:18:51,52.4,397,2,9.43
RD-92582,2025-06-07 07:46:11,21.4,1156,3,5.06
RD-50204,2025-06-03 18:03:39,20.2,1418,5,6.34
RD-11106,2025-06-01 21:48:08,66.3,42,3,0.56
RD-28356,2025-06-07 19:43:05,78.7,80,2,1.86
RD-28356,2025-06-07 17:08:08,15.3,981,5,7.18
RD-92582,2025-06-03 01:16:39,82.9,223,1,3.54
RD-65194,2025-06-05 07:47:15,31.7,1065,5,3.12
RD-59045,2025-06-01 14:39:28,59.6,218,1,5.54
RD-42922,2025-06-02 18:44:09,39.7,822,4,9.96
RD-50204,2025-06-04 06:30:54,73.6,345,3,1.93
RD-12077,2025-06-02 06:26:13,61.9,141,2,3.18
RD-28356,2025-06-05 00:13:15,59.4,507,1,6.62
RD-89613,2025-06-03 19:25:31,44.5,119,3,2.34
RD-17303,2025-06-06 09:06:09,65.5,456,3,9.26
RD-92869,2025-06-05 00:02:49,72.5,223,2,3.92
RD-73274,2025-06-06 17:10:35,30.8,544,5,9.8
RD-37171,2025-06-06 21:17:29,36.1,438,1,7.89
RD-59012,2025-06-05 19:08:33,85.5,118,2,5.99
RD-70214,2025-06-02 19:12:02,58.5,531,3,2.7
RD-47857,2025-06-05 08:43:30,19.6,1182,4,6.9
RD-59752,2025-06-01 13:43:52,43.1,282,1,5.86
RD-70214,2025-06-04 16:00:05,82.2,117,3,2.98
RD-40951,2025-06-05 08:47:04,38.7,936,3,1.92
RD-89119,2025-06-01 12:59:58,44.8,138,2,1.25
RD-65194,2025-06-01 17:14:02,37.9,1404,5,1.2
RD-42510,2025-06-01 17:04:14,9.7,723,3,3.84
RD-30428,2025-06-03 10:41:38,47.2,128,1,2.09
RD-60026,2025-06-02 18:16:30,25.6,409,5,3.18
RD-94800,2025-06-07 07:39:29,21.4,1378,5,1.32
RD-80345,2025-06-07 01:02:49,63.9,463,3,4.08
RD-94800,2025-06-06 06:17:23,25.3,491,3,6.41
RD-88054,2025-06-06 09:43:23,51.8,536,3,8.39
RD-68269,2025-06-03 08:27:58,39.0,498,5,8.24
RD-11106,2025-06-02 19:06:56,63.0,232,2,4.11
RD-50199,2025-06-01 09:49:11,39.9,202,1,0.27
RD-73274,2025-06-05 06:22:01,74.1,142,3,7.8
RD-75458,2025-06-07 08:58:20,16.9,1433,3,3.68
RD-59752,2025-06-04 09:12:58,69.8,351,1,5.42
RD-41935,2025-06-01 23:40:55,56.3,480,1,6.02
RD-81084,2025-06-07 20:10:28,32.6,51,2,2.83
RD-38518,2025-06-05 10:45:59,69.7,175,3,3.42
RD-60026,2025-06-07 18:51:16,21.2,1255,3,4.3
RD-77987,2025-06-06 16:37:04,51.1,397,1,9.34
RD-68049,2025-06-07 18:49:11,21.6,318,4,6.39
RD-81084,2025-06-06 00:28:45,39.1,421,3,2.4
RD-38518,2025-06-02 16:15:46,68.0,20,1,2.62
RD-28356,2025-06-03 08:18:09,31.5,945,5,7.73
RD-80345,2025-06-05 04:48:21,66.2,42,3,2.67
RD-12077,2025-06-05 06:23:36,76.4,104,3,6.84
RD-92582,2025-06-07 18:24:48,22.6,585,3,1.62
RD-47857,2025-06-04 09:08:37,59.7,34,3,8.46
RD-50199,2025-06-06 07:30:19,16.1,971,5,8.35
RD-37171,2025-06-01 22:50:26,36.4,190,2,9.4
RD-59012,2025-06-01 19:04:20,66.0,225,1,9.88
RD-65194,2025-06-07 07:19:08,27.4,461,5,3.3
RD-59852,2025-06-04 16:55:57,43.5,125,1,6.57
RD-73274,2025-06-03 07:26:42,21.1,918,3,1.36
RD-77987,2025-06-05 09:39:04,51.1,485,3,8.8
RD-11106,2025-06-01 04:48:47,44.7,423,1,8.1
RD-68269,2025-06-04 18:36:16,37.2,1128,5,8.56
RD-17303,2025-06-01 21:42:26,63.5,91,1,2.77
RD-51757,2025-06-03 17:42:36,18.8,934,3,9.39
RD-13357,2025-06-06 16:48:26,74.7,95,3,2.7
RD-10255,2025-06-05 08:36:42,35.5,1488,4,5.26
RD-14705,2025-06-06 20:52:27,67.8,454,3,7.97
RD-68269,2025-06-05 06:21:07,68.0,178,3,8.2
RD-60026,2025-06-04 08:16:50,12.2,908,3,5.61
RD-73274,2025-06-03 08:26:03,39.3,1061,5,9.08
RD-63576,2025-06-04 06:21:29,45.1,140,3,8.76
RD-51757,2025-06-04 03:31:45,46.9,271,1,6.25
RD-70214,2025-06-06 19:17:08,44.5,455,3,7.7
RD-11106,2025-06-07 05:32:27,85.0,259,1,7.83
RD-50199,2025-06-02 07:59:19,24.9,1298,3,9.36
RD-18149,2025-06-04 12:32:15,35.5,252,1,5.95
RD-59045,2025-06-03 23:08:09,71.4,426,3,3.41
RD-47857,2025-06-07 08:06:10,23.5,558,4,5.29
RD-14705,2025-06-04 11:56:13,72.1,105,1,2.16
RD-10255,2025-06-07 01:25:48,54.4,287,1,5.34
